"lei","name","country"
"549300XTY6LAIQSLES59","ESSILOR SOUTH AFRICA","ZA"
"549300QLNL4I2WV7SD23","ESSILOR NEDERLAND HOLDING B.V.","NL"
"549300I9Q60NVVS6I257","ESSILOR POLONIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","PL"
"549300101YTPRIMUGT82","DELAMARE SOVRA SAS","FR"
"5493007R0TMUUHXERD78","OPAK OPTIK SANAYI VE TICARET ANONIM SIRKETI","TR"
"549300R4FNKEIE8UY208","FGX INTERNATIONAL INC.","US"
"549300ZT42UG9CGDPX98","SATISLOH ASIA LIMITED","HK"
"549300L1BI3GK8BXJQ09","BNL EUROLENS","FR"
"549300Z5N7CQSDUVWP11","MERVE OPTİK SANAYİ VE TİCARET ANONİM ŞİRKETİ","TR"
"5493001SAW5Z3K2QZW55","FGX Latin America S. de R.L. de C.V.","MX"
"549300FWRDT5UDU8HR60","ARTGRI GROUP INTERNATIONAL PTE. LTD.","SG"
"549300M1SLMSDGML5M49","TRANSITIONS OPTICAL (S) PTE. LTD.","SG"
"549300RI7DPPJD4J3721","INTEGRATED LENS TECHNOLOGY PTE. LTD.","SG"
"549300VVTM0BODUHZQ37","NIKON ESSILOR CO LIMITED","JP"
"549300G0GSODGZH94Z69","VISION DIRECT EUROPE LTD","GB"
"5493008M0U92PEH43O65","DE CEUNYNCK & C°","BE"
"549300J6YMCJ7SQIN765","EMNUK LIMITED","GB"
"5493003X2PANQ4S0EH05","TRANSITIONS OPTICAL HOLDINGS B.V.","NL"
"549300Z2ZATO1VJZGF48","ESSILOR ROMANIA SRL","RO"
"5493009N0J5CNP5J5347","Cristal Y Plastico de Mexico S.A de C.V.","MX"
"549300QC7ICA7PHDZF61","Essilor Mexico, S.A De C.V.","MX"
"549300U7G18WDOTDJE77","ESSILOR ITALIA SOCIETA' PER AZIONI","IT"
"549300SEZE2LQYOSAS93","ESSILOR OPTICA INTERNATIONAL HOLDING SL","ES"
"549300JMVCPEO24OMS31","ESSILOR OPTIKA KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG","HU"
"549300OLR5MFDQ1EO879","ESSILOR NORGE AS","NO"
"5493003SX1SBIYIFTC71","IPEK OPTIK URUNLERI SANAYI VE TICARET ANONIM SIRKETI","TR"
"549300JLJFNLXMFJTI97","ESSILOR TIJUANA OPTICA S DE RL DE CV","MX"
"549300YKE0DE3IU74762","SATISLOH NORTH AMERICA, INC.","US"
"5493002XSNOUUFLKXK27","ESSILOR GROUP CANADA INC.","CA"
"549300FI3D0FOVD2QZ58","FGX EUROPE LIMITED","GB"
"549300PSTW0LE1YMKN37","SOFI DE CHIHUAHUA SA DE CV","MX"
"549300J7H1RQ24SIZ225","PT OPTICAL PARTNERS INDONESIA","ID"
"549300VQVIU1GBD0RH55","SATISLOH ITALY S.R.L.","IT"
"549300DB4NZ7CK3X6R57","SYNOPTIK NORGE AS","NO"
"5493004P365T6WOJNR46","VISION EXPRESS (UK) LIMITED","GB"
"5493002PWZF94U45O726","APOLLO-OPTIK HOLDING GMBH & CO. KG","DE"
"5493005FXRVEIG8SRV35","GRANDVISION FRANCE","FR"
"5493001IXBCR0DBMT021","GRANDVISION HUNGARY KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG","HU"
"549300YD2C3QFXNLSX70","GRANDVISION CZ S.R.O.","CZ"
"7245003DSUUXRQRX3A47","GrandVision Supply Chain B.V.","NL"
"549300GKZ7ZVO2CI5U81","NIKON OPTICAL CANADA INC.","CA"
"549300XZL5FXZNJIKL66","TECHNOLOGIES HUMANWARE INC.","CA"
"549300RH4UVBU5XGFE31","OSA INVESTMENTS HOLDINGS PTE. LTD.","SG"
"549300EXXKH0V10CGH02","ESSILOR NEDERLAND B.V.","NL"
"549300J8JZ4ZGOH93H22","TRANSITIONS OPTICAL LIMITED","IE"
"54930018UN596IHLRW36","DAC VISION","FR"
"724500LP44IH58MTAM38","GrandVision Finance B.V.","NL"
"549300GUQK2RPMND7R49","Essilor Aktiebolag","SE"
"5493002JEF6K68XBUF21","SATISLOH AG","CH"
"549300IIH01NSEG1DK07","LTL S.P.A.","IT"
"549300ZS81M8OQHJSO40","ESSILOR EUROPEAN SHARED SERVICE CENTER LIMITED","GB"
"5493008X0EWE6B6KZV25","ESSIDEV","FR"
"549300Y0SP54S0CH2B58","SATISLOH GMBH","DE"
"549300Z5TZK5XDBGWS98","SATISLOH HOLDING AG","CH"
"549300J195RNZCVP3838","ESSILOR (SUISSE) SA","CH"
"549300IO7A3COKZLY481","ESSILOR AMERA PTE. LTD.","SG"
"549300Y2X0LIF7TR8V70","WHOLESALE LENS CORPORATION LIMITED","GB"
"549300JNOEGKUYES6V84","BBGR LIMITED","GB"
"549300M7R6X5LJOH0491","""ESSILOR OPTICAL LABORATORY POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","PL"
"549300K0QWI1YUM0XR14","INVOPTIC","FR"
"549300XM19CFWDDX8D65","ESSILOR LIMITED","GB"
"5493000G3CNQTWPBZA31","BB GR","FR"
"549300TI1COTFUWYJC68","REIZE OPTIK AG","CH"
"5493002Z1PPD26D0QT04","ESSILOR AUSTRALIA PTY LTD","AU"
"549300L4XQP3GVOHVC84","ESSILOR NEW ZEALAND LIMITED","NZ"
"549300UBIO330OYX3Y53","MYOPTIQUE GROUP LTD","GB"
"549300IGBKRNYYK2E973","ESSILOR OF AMERICA, INC.","US"
"549300TCEMHQ8ZPOQN53","TRANSITIONS OPTICAL PHILIPPINES, INC.","PH"
"549300V6XZN8U57X4711","TRANSITIONS OPTICAL (THAILAND) COMPANY LIMITED","TH"
