child_lei,child_name,child_country,parent_lei,parent_name
529900DF15DT6MUTOS08,Piana Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900QAUNRI1RA86094,"Shopping Palace Bratislava, v.o.s.",SK,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
254900ZV4OHO6HVJQQ25,DWS Secured Income Fund,IE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
54930040NVHI566OSB56,JZO SPÓŁKA AKCYJNA,PL,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
894500OT6WTEC44LN041,Bella Tower Holding ApS,DK,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300CGLRBLXD8PLZ18,BANCA COMERCIALA INTESA SANPAOLO ROMANIA S.A.,RO,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
52990069HXCX7EFYPA20,Z Leasing GEMINI Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
7S8518QC0P5IKHFFCP88,FIDEURAM BANK (LUXEMBOURG) S.A.,LU,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
5493004WG8IWNC2YNH92,UTIC DISTRIBUTION S.A.,TN,549300MKFYEKVRWML317,UNILEVER PLC
5493000SL9LZZ6YZPU12,บริษัท ยูนิลีเวอร์ ไทย เทรดดิ้ง จำกัด,TH,549300MKFYEKVRWML317,UNILEVER PLC
549300GXQR5UIJFUTW31,LUXOTTICA S.R.L.,IT,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
549300M7Z0QGKMRGQI27,UNILEVER ISRAEL FOODS LTD,IL,549300MKFYEKVRWML317,UNILEVER PLC
747800C0J0M91UBENZ19,INTESA SANPAOLO INTERNATIONAL VALUE SERVICES društvo s ograničenom odgovornošću za usluge informacijskog društva,HR,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
549300ZYVRX9U4H2G182,FAI MERCATI PRIVATI GLOBALI,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
529900KVU8W2OYJERL94,BT GLOBENET NOMINEES LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900125QMP3CVGD297,BHW - Gesellschaft für Wohnungswirtschaft mbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900KK9P8L63TRYU47,PELOPS Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299003PHX37VW6Q3M45,DB IROC LEASING CORP.,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900PG5GJ3DC8V9L37,Civitas Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299007T6TSDKGOZT139,WealthCap Kapitalverwaltungsgesellschaft mbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5493001IXBCR0DBMT021,GRANDVISION HUNGARY KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,HU,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900A0PRZXNZCC4O52,Triton Fund III G L.P.,JE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900QCKZM6WSIFQN07,D&M Turnaround Partners Godo Kaisha,JP,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
2138007MRI6ND89YY940,COCA-COLA HOLDINGS AFRICA LIMITED,GB,UWJKFUJFZ02DKWI3RY53,THE COCA-COLA COMPANY
549300EF9ZLCS32PSN92,DEAM CAPITAL PROTECT 2019,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
6354002CRGHLJFNUZQ44,DEUTSCHE ALTERNATIVE ASSET MANAGEMENT (UK) LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900DLES7P1TCYPM83,MBC Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900VW66KWYPYBWX02,Liva Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300BJ8K2OKYIY6557,DB PWM - ACTIVE ASSET ALLOCATION GROWTH 80 PROTECT EUR,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
254900DDS53YGYIDLG57,SDG European Equities,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900ST7CHA4EJJ5Y85,Z Leasing VENUS Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
635400VANUW6PQNPKJ70,PAI (Bermuda) Limited,BM,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299001R4A9Z0RY8HJ59,German American Capital Corporation,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
54930027SQL2KPSDBM58,APPLE DISTRIBUTION INTERNATIONAL LIMITED,IE,HWUPKR0MPOU8FGXBT394,Apple Inc.
529900NM6WQ3LADCOM74,Erste Frankfurter Hoist GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900KCLVX8UHHD6M83,Jyogashima Godo Kaisha,JP,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900WOBKOYZGX93J24,WealthCap Equity GmbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5493001XF6EC2NJXK304,BANCA INTESA AKCIONARSKO DRUSTVO BEOGRAD,RS,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
254900T6XL98TQSJJM04,DWS Invest II SICAV,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900JDQCI0C5WDB796,DB USA Core Corporation,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300OE23SIZ7E43C78,EKATERRA RESEARCH AND DEVELOPMENT INDIA PRIVATE LIMITED,IN,549300MKFYEKVRWML317,UNILEVER PLC
529900ZZJAQCYNWU7E47,BIL Leasing-Fonds Verwaltungs-GmbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900ILPIYOVR78UX93,BA CA SECUND Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
254900PYMROTF0EIBD45,"Star US Holdings Subsidiary, LLC",US,549300GZKULIZ0WOW665,THE WALT DISNEY COMPANY
254900S9AEZAZ2VRM856,DB Strategic Income Allocation USD (SIA) Balanced Plus,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299003A4YELZSL89054,DB Private Equity International S.à r.l.,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300RGT0JMDJZKVG34,UNICREDIT BANK D.D.,BA,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900A0FQ3CD6DXKL22,Eurolease ANUBIS Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300YX4S1LLSMK2627,APPLE ENERGY LLC,US,HWUPKR0MPOU8FGXBT394,Apple Inc.
529900NAX3225UV0A763,BHW Holding GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900A766VIVHCZI298,DEUTSCHE INTERNATIONAL CORPORATE SERVICES (IRELAND) LIMITED,IE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300ZX1OABOSP3K616,UNILEVER INSURANCES N.V.,NL,549300MKFYEKVRWML317,UNILEVER PLC
5493006GEIBUF7U0CX27,Eurizon HR Short Term Bond fond,HR,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
549300TPFN3KKJB11W19,UNILEVER FOODS & REFRESHMENTS GLOBAL B.V.,NL,549300MKFYEKVRWML317,UNILEVER PLC
213800AV41W7VFZ1D131,"UNILEVER DE PUERTO RICO, INC",PR,549300MKFYEKVRWML317,UNILEVER PLC
8156000A3437C5E72362,FIDEURAM - INTESA SANPAOLO PRIVATE BANKING ASSET MANAGEMENT - SOCIETA' DI GESTIONE DEL RISPARMIO S.P.A. - IN FORMA ABBREVIATA FIDEURAM ASSET MANAGEMENT SGR S.P.A.,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
549300GF4NZMYB9VP153,APPLE PTY LIMITED,AU,HWUPKR0MPOU8FGXBT394,Apple Inc.
529900KICPL7I3LLP264,Deutsche Gesellschaft für Immobilien-Leasing mit beschränkter Haftung,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900HOV70V5IBRYZ19,Konsul Inkasso GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
635400IRTPCASED1XH42,ORGANIC LENS MANUFACTURING OLM LIMITED,IE,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
213800YU5NDGOH7VDE67,ELEKTRA PURCHASE NO. 718 DESIGNATED ACTIVITY COMPANY,IE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300P1LHUDFRM6G143,Instru Optiikka Oy,FI,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
635400NPTAOBMC2LW363,MEDIOLANUM RISPARMIO DINAMICO,IT,7LVZJ6XRIE7VNZ4UBX81,BANCA MEDIOLANUM SPA
529900S1LZOT70TOMA56,MPP Beteiligungsgesellschaft mbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300IIH01NSEG1DK07,LTL S.P.A.,IT,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900XWDFM4LA695B56,Adara S.A.,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300MF6CNUB2URPE58,APPLE OPERATIONS MEXICO SA DE CV,MX,HWUPKR0MPOU8FGXBT394,Apple Inc.
5493008BVNEL8546MK03,UNILEVER IRELAND LIMITED,IE,549300MKFYEKVRWML317,UNILEVER PLC
529900OSZ0ZQI95BZO12,Nage Lokalvermietungsgesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300EXXKH0V10CGH02,ESSILOR NEDERLAND B.V.,NL,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900FCQUWFCS2WFQ40,RREEF Management L.L.C.,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
213800AW573JFTXL6946,BAHBETA INGATLANHASZNOSÍTÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900342F7JSPI4TQ30,Z Leasing OMEGA Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900EXEXHRQZ2OMZ10,DB Master Fundo de Investimento em Direitos Creditórios Não-Padronizados de Precatórios Federais,BR,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300K0BHJ9BX9J8J87,DWS Investment GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900P0UUJHBJF0A066,Fides Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
52990067TXFDXKPELT70,"M. A. V. 7., Bank Austria Leasing Bauträger GmbH & Co. OG.",AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300MUQ879J0U1DY38,DWS FLEXPENSION - II 2030,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900DTQJ1MSKEYNF35,LUFTHANSA TECHNIK AIRMOTIVE IRELAND LEASING LIMITED,IE,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
549300UBZRP8XMNLA119,UNILEVER BRASIL GELADOS LTDA,BR,549300MKFYEKVRWML317,UNILEVER PLC
549300GP76I43V7TCK41,BA-CA Finance (Cayman) (2) Limited,KY,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
254900WJJF84AQA4EN11,Zurich - Zurich Corporate Bonds Medium ESG,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900HNH6UOOF40A490,DB UK BANK LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5493005JKMAVFLPESA69,ELEKTRA PURCHASE NO. 911 LTD,JE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900FGBJM9Q144U153,PAN AUSTRALIAN NOMINEES PTY LTD,AU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
213800SHXQDJL238HV25,HVB-LEASING RUBIN INGATLANHASZNOSÍTÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
