child_lei,child_name,child_country,parent_lei,parent_name
213800VT9KPNVZB12B72,UNICREDIT-LEASING HOSPES INGATLANHASZNOSÍTÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5493005PMU33U8QRMC94,BAVARIA SERVICOS DE REPRESENTACAO COMERCIAL LTDA,BR,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
213800RMAPKCXVCB3J34,HVB-LEASING ROCCA INGATLANHASZNOSÍTÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5493005CZJH1DM3UY563,FAI MERCATI PRIVATI EUROPEI,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
549300RI7DPPJD4J3721,INTEGRATED LENS TECHNOLOGY PTE. LTD.,SG,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900SOB5CXRQN8QG83,DB UK PCAM HOLDINGS LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900RX8DKTJ81MHL26,DWS Investments Hong Kong Limited,HK,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
Y28RT6GGYJ696PMW8T44,UNICREDIT BANK HUNGARY ZRT.,HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300YKE0DE3IU74762,"SATISLOH NORTH AMERICA, INC.",US,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
5299007OX9HAC1QNPW69,"DB Investment Managers, Inc.",US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900598KUP7JQ9R531,Deutsche Asset Management (India) Private Limited,IN,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300OJ66SPKX006J87,FIDEURAM ALTERNATIVE INVESTMENTS - PRIVATE DEBT SPECIAL OPPORTUNITIES FUND,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
2138005ADNXRIGY4SY85,UNICREDIT LEASING HUNGARY PÉNZÜGYI SZOLGÁLTATÓ ZÁRTKÖRŰEN MŰKÖDŐ RÉSZVÉNYTÁRSASÁG,HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300G9QZ08PUODV127,UNILEVER THAI SERVICES CO LTD,TH,549300MKFYEKVRWML317,UNILEVER PLC
5493008EK06BBQGICG76,UNICREDIT BANK A.D. BANJA LUKA,BA,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
254900ZO3PU05KI42S82,DB Vermögensfondsmandat SICAV,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900YJWHCL9N49X722,ZAPADNI TRGOVAČKI CENTAR d. o. o.,HR,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300REO5QF1SB6GI95,ROLF VON DEN BAUMEN'S VETSMELTERIJ B.V.,NL,549300MKFYEKVRWML317,UNILEVER PLC
549300SIEM0JP6QEKZ04,DB PBC - DEUTSCHE BANK BEST MANAGERS - BALANCE,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900B15CRV4CIEWN19,Thai Asset Enforcement and Recovery Asset Management Company Limited,TH,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300T0RFRCQ7Z21884,ZB Invest d.o.o. za upravljanje investicijskim fondovima,HR,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299006B34ANR1HH4Z58,BA-CA Andante Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5493001SAW5Z3K2QZW55,FGX Latin America S. de R.L. de C.V.,MX,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
213800IT91XM3CMQQP75,UNICREDIT LEASING KERESKEDELMI KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
635400CS6QPXBSKDCN41,"Pioneer Global Funds Distributor, Ltd",BM,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900WQR8MCSBPFID11,"DBUSBZ2, S.à r.l.",LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299002SRAEOQQ5YMZ55,Deutsche Immobilien Leasing GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
21380056OKZR5M1PTT56,"UNILEVER DE CENTROAMERICA, S.A.",PA,549300MKFYEKVRWML317,UNILEVER PLC
52990021U40DYSDLV579,DB Investment Resources (US) Corporation,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
635400WUHAXT8LPT9E02,Asia Pacific,LU,7LVZJ6XRIE7VNZ4UBX81,BANCA MEDIOLANUM SPA
529900QGJ9AHLS3PJ393,DB OVERSEAS HOLDINGS LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
213800D3OXAL3N7T1S19,"Tagus - Sociedade de Titularização de Créditos, S.A.",PT,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300TKZ65QBK75OV06,FIDEURAM MASTER SELECTION BALANCED,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
69940091F7K5NX5HXF05,Retail Optical Stores Belgium,BE,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
549300J195RNZCVP3838,ESSILOR (SUISSE) SA,CH,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
54930093XEHLVNAP5I34,DWS INVEST II - ASIAN TOP DIVIDEND,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900WHMCEWN274OT10,Sext Z Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900H0Z3LEX11CQJ52,Z Leasing DORADO Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299005NAKLU4RTUM275,Fundo de Investimento em Direitos Creditórios Não-Padronizados - Precatórios Federais DB I,BR,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299000ALLPGKHTTUV74,Deutsche Bank Capital Trust I,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5493003NE3LX8VLUVK24,LensWay Group AB,SE,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
5299006MRMFYKKQU4A96,DB Industrial Holdings Beteiligungs GmbH & Co. KG,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299005GOY3TFCTOQB47,DWS Investments Shanghai Limited,CN,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900RF2834I0MC2L78,City Airlines GmbH,DE,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
5299001S0UX9P9NSG675,OPB-Quinta GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5493006LHHR4CLPX4Q79,"BRAEBURN CAPITAL, INC.",US,HWUPKR0MPOU8FGXBT394,Apple Inc.
5493009XDLC6P0EM1723,INNOCENT LIMITED,GB,UWJKFUJFZ02DKWI3RY53,THE COCA-COLA COMPANY
529900CFOWM2V62I4634,DEUTSCHE BANK POLSKA S.A.,PL,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300U0U0LWGZBKVE61,UNILEVER CANADA INC.,CA,549300MKFYEKVRWML317,UNILEVER PLC
529900G39WULAI8ENL22,DB Asset Finance I S.à r.l.,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900BOQX6DDSGN9X64,Palais Rothschild Vermietungs GmbH & Co OG,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
315700U9KOZJ14MLJ486,UNICREDIT CONSUMER FINANCING IFN SA,RO,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900EXN20KY0ZUFI54,Deutsche Emerging Market Investments (Netherlands) B.V.,NL,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900IC1PRZQNIW7P31,DEUTSCHE HOLDINGS LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300BVIWZN69JE8P07,UNILEVER UK LIMITED,GB,549300MKFYEKVRWML317,UNILEVER PLC
5299005LMBRRMUC6RE06,LEASFINANZ GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300UK7IYHLTFT4Z67,DWS GARANT - DEUTSCHE AWM PROTECTED INCOME 2035,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
335800S9IH4ZCL5Z4F95,COCA COLA INDIA PRIVATE LIMITED,IN,UWJKFUJFZ02DKWI3RY53,THE COCA-COLA COMPANY
253400UNEGHE8LX7H451,"Акционерное общество ""Интеза Лизинг""",RU,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
815600F2507D2B946442,FONDO PENSIONE APERTO UBI PREVIDENZA,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
529900MG2JE2D71CMV60,UniCredit Insurance Broker EOOD,BG,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
2138007VAW5DY3H8W892,UNILEVER CARIBBEAN LIMITED,TT,549300MKFYEKVRWML317,UNILEVER PLC
529900KRQNFT92BXR447,Deutsche Bank Trust Company Delaware,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
52990045Q7IO9Q9Y3M29,Deutsche Postbank Finance Center Objekt GmbH,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900C214QOT3ZYD838,DB Municipal Holdings LLC,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
8156000E8FB84A303504,SOCIETA' ITALIANA DI REVISIONE E FIDUCIARIA S.I.RE.F.S.P.A IN FOR MA ABBREVIATA SIREF FIDUCIARIA S.P.A. O SIREFID S.P.A.,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
549300IW10AMZJY6MT60,VISIONHUB,FR,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
549300MSY5NIVC0BME80,CIB BANK ZRT.,HU,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
529900M2KOAB3OD3C406,SAGITA Grundstücks-Vermietungsgesellschaft mbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
81560058D9F02B0FCD27,INTESA SANPAOLO ASSICURA S.P.A.,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
549300JTZWECUOC8CW13,애플코리아 유한회사,KR,HWUPKR0MPOU8FGXBT394,Apple Inc.
213800YKLUR8Q7YAID35,UNICREDIT-LEASING URANUS INGATLANHASZNOSÍTÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
81560007E889FA36A917,FONDO PENSIONE APERTO PREVIGEST FUND MEDIOLANUM,IT,7LVZJ6XRIE7VNZ4UBX81,BANCA MEDIOLANUM SPA
549300LNGZ07WC5K8A26,UNILEVER PL NETHERLANDS B.V.,NL,549300MKFYEKVRWML317,UNILEVER PLC
5493007TAZ38XZ6CIE61,UNILEVER PAKISTAN FOODS LIMITED,PK,549300MKFYEKVRWML317,UNILEVER PLC
549300HE1YLI2F7GWC55,UNILEVER FINANCE INTERNATIONAL AG,CH,549300MKFYEKVRWML317,UNILEVER PLC
52990056GII2U9W13P53,"WealthCap Investments, Inc.",US,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900H4B2BYOHCXQT18,UniCredit Leasing Alpha Assetvermietung GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300R4FNKEIE8UY208,FGX INTERNATIONAL INC.,US,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
89450081GZZ43QTYMN88,Grand Opticiens Belgium,BE,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
5493003BDYD5VPGUQS04,UNICREDIT BANK S.A.,RO,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299009KLCHHVQ1C0648,Sal. Oppenheim jr. & Cie. Beteiligungs GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299002X77REUXF48O72,Postbank Systems AG,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900BIXCGW2FAOA038,CAM Initiator Treuhand GmbH & Co. KG,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
52990034Y1YC4WDX5C05,Ufficium Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900Y3U56W0GL6NC56,Deutsche Group Holdings (SA),ZA,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300FWRDT5UDU8HR60,ARTGRI GROUP INTERNATIONAL PTE. LTD.,SG,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900VP4MWYCP3LZM61,DEUTSCHE (NEW MUNSTER) HOLDINGS NEW ZEALAND LIMITED,NZ,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300HU3DF6UVK2PT12,DWS US EQUITIES TYP O,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300Y5DWNPH2EAYP47,UNILEVER ASIA PRIVATE LIMITED,SG,549300MKFYEKVRWML317,UNILEVER PLC
5299002YWHBSBV9P4B18,Z Leasing CORVUS Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
815600812B9FCEADA322,PIANO BILANCIATO ITALIA 30,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
52990022VR1G64LO5689,Group Engine Management GmbH,DE,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
549300FFQECOEXLSUZ76,UNILEVER S.K. HOLDINGS LIMITED,GB,549300MKFYEKVRWML317,UNILEVER PLC
5299005P4GYQOPFDEA10,Treuconsult Beteiligungsgesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300BDVRZX5RFNPT16,FAI MERCATI PRIVATI OPPORTUNITA' REALI,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
5299004IV5BVRG272A28,OLG Handels- und Beteiligungsverwaltungsgesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900Z48II4883DZ728,Lagermax Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300Y2X0LIF7TR8V70,WHOLESALE LENS CORPORATION LIMITED,GB,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900TG4CYRYQDR5865,DBCIBZ1,KY,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5493004WTHSS6OWNHE94,"EYEBIZ LABORATORY (THAILAND) CO.,LTD.",TH,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
5493007UJW4N82PLDU29,Intesa Sanpaolo Harbourmaster III S.A.,LU,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
549300XM19CFWDDX8D65,ESSILOR LIMITED,GB,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900X253XLINEUH028,"Plantation Bay, Inc.",VI,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
52990030JDQ43FQ8M718,WEPLA Beteiligungsgesellschaft mbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
54930077ETU32ZIMU680,DEAM-FONDS AVN 1,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900NZ1KGWVI8KQN57,5353 WHMR LLC,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
54930086Q1B3FHI81N04,DEAM-FONDS ME II,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299009R5QPQNC289O97,Harbour Finance Limited,IE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
8EWQ2UQKS07AKK8ANH81,Deutsche Bank Trust Company Americas,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
25490037X9QDKOC13793,DB Strategic Income Allocation USD (SIA) Conservative Plus,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900KEKFXBWO7IN551,Real-Lease Grundstücksverwaltungs-Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
254900RGIHNSOOTM0L46,DWS FLEXPENSION - Euro Fixed Income,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5493000XA8M1JTV4ZD64,ALLIB NEKRETNINE društvo s ograničenom odgovornošću za poslovanje nekretninama,HR,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300HWTESJD1V4UZ21,UNILEVER U.K. CENTRAL RESOURCES LIMITED,GB,549300MKFYEKVRWML317,UNILEVER PLC
54930011088BWM62XI45,UNILEVER POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,549300MKFYEKVRWML317,UNILEVER PLC
724500LP44IH58MTAM38,GrandVision Finance B.V.,NL,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
549300XMUXUL1EJN1237,DWS FLEXPENSION - II 2031,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300NL4XBNT0DX2J71,EssilorLuxottica Re,LU,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
6354002GQB7AOSJE3W69,MEDIOLANUM FLESSIBILE STRATEGICO,IT,7LVZJ6XRIE7VNZ4UBX81,BANCA MEDIOLANUM SPA
549300RJCC2S41XADB43,DEAM CAPITAL PROTECT 2034,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900OT0RA0QHZML224,DEE Deutsche Erneuerbare Energien GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299009OOAUJ6DWXPS94,DEUTSCHE TRANSNATIONAL TRUSTEE CORPORATION INC.,CA,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
8156002AD3004B9EC878,PIANO BILANCIATO ITALIA 50,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
315700ZQ6Y5JR4KAQ888,Paytria Unternehmensbeteiligungen GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299000AF58N6DVTY088,Miles & More GmbH,DE,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
315700CYR4A7B93AZ188,ENES Cargo Prague s.r.o.,CZ,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900MLL87I71PDEL46,Memax Pty. Limited,AU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299001FKJ6Q6AQMU144,PRIVREDNO DRUŠTVO ZA FINANSIJSKI LIZING UNICREDIT LEASING SRBIJA DOO BEOGRAD (NOVI BEOGRAD),RS,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
54930043FXZFYBFAFR66,DWS-FONDS SAM,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
213800IPN2AVTPFEY722,تاول يونيليفر,OM,549300MKFYEKVRWML317,UNILEVER PLC
254900AJ9I7L7UUYYU04,DWS Strategic,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900IF2M4HDRF7OY75,BAL LETO Immobilien Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299001N6TTST53P3690,DB Investment Services GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300MYFXTPIIXSNK50,UNILEVER EUROPE B.V.,NL,549300MKFYEKVRWML317,UNILEVER PLC
549300DVX8CW8OWD1369,UNILEVER NEPAL LIMITED,NP,549300MKFYEKVRWML317,UNILEVER PLC
529900RO45LRDMWLRI57,DB USA Corporation,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
213800RGDNNVUWF1BJ07,DB Finance International GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900DUU6C9O13MAC66,LARGO Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900PLMCWKG4WW7813,Deutsche Cayman Ltd.,KY,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900PJJFVT0F724I14,Bank Austria Leasing ARGO Immobilien Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
2138004NY286UOQ5B543,HVB-LEASING SMARAGD INGATLANHASZNOSÍTÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5493006VU2HFXGSBFT75,TIGI INTERNATIONAL LIMITED,GB,549300MKFYEKVRWML317,UNILEVER PLC
5299005D6XBMEK9KLI47,"MEF I Manager, S. à r.l.",LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299001W3P545EI0TK57,DB UK Australia Finance Limited,KY,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300P33YI6QWPI9E14,LUXOTTICA RETAIL UK LTD,GB,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
254900BZBEFAFBP7W941,DWS Fixed Maturity - ESG Multi Asset Defensive 2026 II,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300QC7ICA7PHDZF61,"Essilor Mexico, S.A De C.V.",MX,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900U28ZJDY22FJA32,DB SERVICE CENTRE LIMITED,IE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900C3CVON40JOYH55,Kingfisher Holdings LLC,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
213800DW1L62N1BADM49,UNICREDIT JELZÁLOGBANK ZRT.,HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300HDCRTBPEURI316,"UNILEVER ČR, spol. s r.o.",CZ,549300MKFYEKVRWML317,UNILEVER PLC
5493006CQEEGKM6L5T06,UNILEVER SOUTH INDIA ESTATES LIMITED,GB,549300MKFYEKVRWML317,UNILEVER PLC
549300RKFLN5XSIAGX22,DWS FLEXPENSION - II 2034,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900E4BFYIPRTO6Z06,Jausern-Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300GJHKOASCB86D81,DWS INVEST - MULTI ASSET DYNAMIC,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900CKC4TXHVRKX638,Deutsche Securities Saudi Arabia (a closed joint stock company),SA,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300QXUC05PHJGB915,ILT LATIN AMERICA PTE. LTD.,SG,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
549300JLJFNLXMFJTI97,ESSILOR TIJUANA OPTICA S DE RL DE CV,MX,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
5493007QO5QAR13I3M16,UNILEVER POLSKA SPÓŁKA AKCYJNA,PL,549300MKFYEKVRWML317,UNILEVER PLC
254900BU7YAMM7MTXB84,Reyl & Co. (UK) LLP,GB,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
529900GP2VK1XGLGOE50,Delowrezham de México S. de R.L. de C.V.,MX,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900H1P7U7R7YOHU61,"DBRE Global Real Estate Management IB, Ltd.",KY,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900NRU8XMPR3BIF43,87 Leonard Development LLC,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900QPGSA3S6ZLS208,HVBFF International Greece GmbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299001Y3VWOFN2DGL03,LHAMI LEASING LIMITED,IE,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
789000N5SE3LWDK7OI11,DEUTSCHE BANK ANONİM ŞİRKETİ,TR,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5493004SK73IFOXRC732,BACAL ALPHA društvo s ograničenom odgovornošću za poslovanje nekretninama,HR,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300FI3D0FOVD2QZ58,FGX EUROPE LIMITED,GB,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
549300J6YMCJ7SQIN765,EMNUK LIMITED,GB,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
8156008F4B12928FDE93,FAI PROGETTO ITALIA II,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
54930051L749LLNOVE73,"ABC NEWS INTERCONTINENTAL, INC.",US,549300GZKULIZ0WOW665,THE WALT DISNEY COMPANY
549300YD2C3QFXNLSX70,GRANDVISION CZ S.R.O.,CZ,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900YZU9XKSWD2CJ83,DB Management Support GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300CI13TTRZSRJV34,RIZOFOOR B.V.,NL,549300MKFYEKVRWML317,UNILEVER PLC
529900E7W7M9W46YY476,"Deutsche Bank (China) Co., Ltd.",CN,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
52990003MHKX55EOC266,UniCredit Polaris Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
